date,week_high,week_low,week_close
2025-12-26,26236.400390625,26008.599609375,26042.30078125
2026-01-02,26340.0,25878.0,26328.55078125
2026-01-09,26373.19921875,25623.0,25683.30078125
2026-01-16,25899.80078125,25473.400390625,25694.349609375
2026-01-23,25653.30078125,24919.80078125,25048.650390625
2026-01-30,25458.150390625,24932.55078125,25320.650390625
2026-02-06,26341.19921875,24679.400390625,25693.69921875
2026-02-13,26009.400390625,25444.30078125,25471.099609375
2026-02-20,25885.30078125,25372.69921875,25571.25
2026-02-27,25771.44921875,25141.30078125,25178.650390625
2026-03-06,24989.349609375,24305.400390625,24450.44921875
2026-03-13,24303.80078125,23112.0,23151.099609375
2026-03-20,23862.25,22930.349609375,23114.5
2026-03-27,23465.349609375,22471.25,22819.599609375
2026-04-03,22941.30078125,22182.55078125,22713.099609375
2026-04-10,24074.05078125,22542.94921875,24050.599609375
2026-04-17,24400.94921875,23555.599609375,24353.55078125
2026-04-24,24601.69921875,23813.650390625,23897.94921875
2026-05-01,24334.69921875,23796.849609375,23997.55078125
2026-05-08,24482.099609375,23882.05078125,24176.150390625
2026-05-15,23997.44921875,23262.55078125,23643.5
2026-05-22,23859.900390625,23317.099609375,23719.30078125
2026-05-29,24089.80078125,23868.5,23907.30078125
